时间,LD1电流(A),LD1电压(V),LD2电流(A),LD2电压(V),PD温度(℃),PD功率(W),TEC1温度(℃),TEC1电流(A),TEC1功率(W),TEC2温度(℃),TEC2电流(A),TEC2功率(W),TEC3温度(℃),TEC3电流(A),TEC3功率(W),TEC4温度(℃),TEC4电流(A),TEC4功率(W),
2025年12月13日 18:47:18.043,0.4,1.0,0.4,1.0,2337.0,2131.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:19.044,0.4,1.1,0.4,1.1,2337.0,2111.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:20.043,0.5,1.1,0.5,1.1,2298.0,2163.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:47:21.043,0.4,1.0,0.4,1.1,2305.0,2171.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:22.043,0.5,1.1,0.5,1.2,2306.0,2124.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:23.042,0.4,1.1,0.4,1.1,2352.0,2155.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:24.044,0.4,1.1,0.4,1.1,2319.0,2087.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:25.043,0.5,1.0,0.4,1.1,2312.0,2109.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:26.044,0.4,1.0,0.4,1.1,2397.0,2084.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:47:42.044,0.6,1.2,0.5,1.4,2601.0,2298.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:43.043,0.5,1.3,0.5,1.4,2587.0,2291.0, -259.7,-19.9,0.0,-259.7,-19.7,0.0,-259.7,-20.1,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:44.043,0.5,1.3,0.6,1.3,2534.0,2281.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:45.043,0.5,1.3,0.5,1.4,2485.0,2242.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:46.044,0.5,1.2,0.5,1.3,2477.0,2260.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:47.043,0.5,1.3,0.5,1.2,2494.0,2305.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:48.043,0.5,1.2,0.5,1.4,2554.0,2222.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:49.045,0.5,1.3,0.5,1.3,2514.0,2218.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:50.042,0.5,1.3,0.5,1.3,2447.0,2233.0, -259.7,-19.8,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:51.044,0.5,1.2,0.5,1.3,2486.0,2187.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:52.044,0.5,1.2,0.5,1.2,2416.0,2261.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:47:53.044,0.5,1.3,0.5,1.3,2449.0,2291.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:54.044,0.5,1.3,0.5,1.2,2510.0,2242.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:55.044,0.5,1.3,0.5,1.4,2506.0,2289.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:56.044,0.5,1.2,0.5,1.3,2442.0,2297.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:57.042,0.5,1.3,0.5,1.4,2450.0,2236.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:47:58.042,0.5,1.3,0.5,1.3,2437.0,2248.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:47:59.045,0.5,1.3,0.5,1.2,2499.0,2237.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:00.045,0.5,1.3,0.5,1.4,2411.0,2219.0, -259.7,-20.0,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:01.043,0.5,1.3,0.5,1.3,2524.0,2273.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:02.043,0.5,1.2,0.5,1.3,2414.0,2250.0, -259.7,-20.0,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:03.044,0.5,1.2,0.4,1.2,2408.0,2212.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:04.043,0.5,1.3,0.5,1.3,2458.0,2237.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:05.044,0.5,1.1,0.5,1.3,2405.0,2282.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:06.044,0.5,1.3,0.5,1.2,2429.0,2249.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:07.044,0.5,1.2,0.5,1.3,2409.0,2172.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:08.043,0.5,1.2,0.5,1.2,2444.0,2292.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:09.044,0.5,1.2,0.5,1.3,2435.0,2160.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:10.044,0.5,1.2,0.5,1.2,2413.0,2180.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:11.043,0.5,1.2,0.5,1.2,2401.0,2275.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:12.044,0.5,1.1,0.4,1.2,2369.0,2096.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:13.044,0.5,1.2,0.5,1.3,2405.0,2230.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:14.043,0.5,1.2,0.5,1.3,2387.0,2200.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:15.044,0.5,1.2,0.5,1.3,2454.0,2209.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:16.044,0.5,1.3,0.5,1.2,2375.0,2241.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:17.044,0.5,1.2,0.5,1.2,2421.0,2260.0, -259.7,-20.0,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:18.044,0.5,1.2,0.5,1.3,2431.0,2209.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:19.043,0.5,1.1,0.5,1.3,2400.0,2244.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:20.043,0.5,1.2,0.5,1.3,2450.0,2257.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:21.048,0.5,1.2,0.5,1.2,2413.0,2169.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:22.043,0.5,1.2,0.5,1.3,2425.0,2228.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:23.044,0.5,1.3,0.5,1.3,2408.0,2143.0, -259.7,-19.8,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:24.044,0.5,1.1,0.4,1.2,2379.0,2197.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:25.043,0.5,1.1,0.5,1.3,2365.0,2210.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:26.044,0.5,1.2,0.5,1.3,2404.0,2234.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:27.043,0.5,1.3,0.5,1.2,2368.0,2203.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:28.044,0.5,1.2,0.5,1.2,2342.0,2186.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:29.043,0.5,1.1,0.4,1.2,2444.0,2173.0, -259.7,-19.8,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:30.042,0.5,1.2,0.5,1.2,2513.0,2227.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:31.043,0.5,1.1,0.5,1.2,2383.0,2185.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:32.043,0.5,1.1,0.5,1.3,2413.0,2189.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:33.043,0.5,1.1,0.5,1.3,2446.0,2230.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:34.044,0.5,1.1,0.5,1.2,2424.0,2235.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:35.042,0.5,1.2,0.5,1.3,2360.0,2192.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:36.043,0.5,1.2,0.5,1.1,2398.0,2191.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:37.042,0.5,1.1,0.5,1.3,2401.0,2235.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:38.043,0.5,1.1,0.4,1.2,2395.0,2130.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:39.044,0.5,1.2,0.5,1.2,2367.0,2148.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:40.043,0.5,1.2,0.5,1.3,2387.0,2259.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:41.044,0.5,1.2,0.5,1.2,2399.0,2162.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:42.043,0.5,1.1,0.5,1.2,2395.0,2191.0, -259.7,-20.0,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:43.044,0.5,1.2,0.5,1.2,2407.0,2251.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:44.043,0.5,1.2,0.5,1.2,2336.0,2194.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:45.043,0.5,1.2,0.5,1.3,2326.0,2201.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:46.043,0.5,1.1,0.5,1.3,2426.0,2211.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:47.044,0.5,1.2,0.5,1.3,2381.0,2175.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:48.043,0.4,1.1,0.5,1.2,2371.0,2234.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:49.044,0.5,1.0,0.4,1.1,2364.0,2176.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:50.042,0.5,1.1,0.5,1.2,2400.0,2165.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:51.043,0.5,1.3,0.5,1.2,2385.0,2212.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:52.043,0.5,1.2,0.5,1.2,2510.0,2211.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:53.044,0.5,1.2,0.5,1.3,2463.0,2230.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:48:54.044,0.5,1.2,0.5,1.3,2344.0,2222.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:55.046,0.5,1.1,0.5,1.3,2388.0,2189.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:56.044,0.5,1.2,0.5,1.2,2431.0,2231.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:57.044,0.5,1.1,0.4,1.2,2404.0,2177.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:48:58.044,0.5,1.1,0.5,1.2,2357.0,2189.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:48:59.044,0.5,1.2,0.5,1.2,2343.0,2136.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:00.043,0.5,1.2,0.5,1.3,2341.0,2173.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:01.044,0.5,1.2,0.5,1.2,2380.0,2226.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:02.046,0.5,1.1,0.5,1.3,2387.0,2169.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:03.043,0.4,1.2,0.5,1.2,2406.0,2176.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:49:04.044,0.5,1.1,0.5,1.1,2352.0,2218.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:05.044,0.5,1.2,0.5,1.3,2509.0,2189.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:06.044,0.5,1.1,0.5,1.2,2354.0,2227.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:07.044,0.5,1.1,0.4,1.2,2336.0,2180.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:08.043,0.4,1.2,0.5,1.2,2418.0,2163.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:09.044,0.5,1.2,0.5,1.2,2391.0,2223.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:10.044,0.5,1.2,0.5,1.2,2424.0,2190.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:11.043,0.5,1.2,0.5,1.2,2432.0,2194.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:49:12.044,0.5,1.2,0.5,1.2,2369.0,2194.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:13.043,0.5,1.1,0.4,1.2,2407.0,2236.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:14.043,0.5,1.2,0.5,1.3,2381.0,2183.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:15.043,0.5,1.0,0.4,1.2,2348.0,2167.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:16.043,0.5,1.2,0.4,1.2,2421.0,2204.0, -259.7,-19.8,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:17.043,0.5,1.1,0.4,1.2,2448.0,2169.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:18.044,0.5,1.1,0.5,1.2,2366.0,2192.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:19.045,0.5,1.1,0.5,1.2,2413.0,2219.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:20.045,0.4,1.1,0.5,1.1,2408.0,2234.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.1,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:21.043,0.5,1.2,0.5,1.3,2359.0,2161.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:22.043,0.5,1.1,0.4,1.2,2311.0,2215.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:23.044,0.5,1.2,0.5,1.3,2397.0,2177.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:49:24.044,0.5,1.2,0.5,1.2,2367.0,2173.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:25.043,0.4,1.1,0.5,1.2,2386.0,2206.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:26.044,0.5,1.2,0.5,1.2,2409.0,2161.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:27.043,0.5,1.1,0.4,1.1,2382.0,2210.0, -259.7,-19.9,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:28.044,0.5,1.1,0.5,1.2,2303.0,2181.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:49:29.044,0.5,1.1,0.5,1.2,2396.0,2162.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:30.044,0.5,1.2,0.5,1.2,2352.0,2187.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:31.044,0.5,1.1,0.5,1.1,2319.0,2175.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:32.043,0.5,1.1,0.5,1.1,2443.0,2145.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:33.045,0.5,1.1,0.5,1.2,2347.0,2176.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:34.044,0.5,1.2,0.5,1.2,2433.0,2202.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:35.043,0.4,1.1,0.5,1.2,2370.0,2113.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:36.043,0.5,1.1,0.5,1.3,2373.0,2229.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:37.044,0.5,1.2,0.5,1.2,2374.0,2141.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:38.044,0.4,1.0,0.4,1.1,2345.0,2158.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:39.043,0.5,1.1,0.5,1.2,2359.0,2174.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:40.043,0.5,1.1,0.5,1.2,2383.0,2184.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:41.044,0.5,1.2,0.5,1.2,2336.0,2176.0, -259.7,-19.8,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:42.045,0.5,1.1,0.4,1.2,2417.0,2126.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:43.044,0.5,1.1,0.5,1.3,2306.0,2162.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:44.044,0.5,1.2,0.5,1.2,2408.0,2201.0, -259.7,-19.9,0.0,-259.7,-19.8,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:45.043,0.5,1.1,0.4,1.3,2321.0,2149.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:46.044,0.5,1.2,0.5,1.2,2359.0,2190.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:47.044,0.4,1.1,0.4,1.2,2415.0,2190.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 18:49:48.044,0.5,1.1,0.4,1.2,2384.0,2217.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:49.044,0.5,1.1,0.5,1.2,2415.0,2224.0, -259.7,-19.9,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 18:49:50.043,0.4,1.0,0.4,1.1,2332.0,2136.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 18:49:51.043,0.5,1.1,0.5,1.3,2350.0,2153.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
